,text,label
121,"Лобода раздражает с первого выпуска этого сезона, но сегодня ее поведение (выпуск от 12 марта) превзошло все предыдущее: постоянное выскакивание из кресла с желанием показать себя, посиделки в обнимку с Бастой на подлокотнике его кресла, ну и каждая возможность показать себя, такую замечательную. Она , очевидно, забывает зачем и почему она находится в студии?",1
122,"Изначально заявлено что оптовая цена сохраняется за покупателем, это не правда! Сайт делают ""итак сойдет"",потом этот ""специалист"" игнорирует! Но все равно пишут и предлагают снова закупить оптовую партию!p.s Кто думает что отзыв фейковый,могу сделать скрины переписки,есть аудио сообщения,в общем не советую!",1
123,"Очень разочарована в компании Мегафон!!! Более 5 лет являюсь их абонентом, но последние 3 месяца работы с компанией и отвратительное качество связи, вынуждают меня расторгнуть сотрудничество. У меня безлимитная связь, затраты на которую не маленькие. Я проживаю в Измайловском р-не г. Москвы, насколько мне известно, именно в этом районе довольно давно проводятся какие-то работы, в связи с чем... ",0
124,Представитель Мегафона позвонил пожилой бабушке и уговорил её на более дорогой тариф обещая ей скидки на интернет кот орого у неё никогда не было. Просто безобразие!!! Обратно тариф вернуть нельзя. Молодцы ребята! И так связь стала плохой так ещё и надувают.,1
125,"Жена уже 8 месяцев не может получить загранпаспорт в УФМС фрунзенского района,потеряла квитанцию об оплате госпошлины и началось. Это что за бюрократия такая,и между каждым обращением проходит примерно месяц. Отлично работают в УФМС.",1
126,"ООО ""СИСТЕМА"" ИНН: 9701011840 – очередная фирма-однодневка от виртуоза обмана дракоши Ордера.  Генеральный директор  Балаян Арман Гарникович, фирма зарегистрирована   28.09.2015 г.Выбрав товар на лохо-сайтах без реквизитов, с фиктивными адресами магазинов и произведя предоплату, покупатель навсегда лишается и товара и денег. Вот небольшая часть интернет-дурилок:  radiuses.ru,  raked.ru, regarded.ru, radiuses.ru,    rabbiting.ru, reaping.ru, reaped.ru,  revved.ru,  rioted.ru,  riming.ru, romanced.ru, romaing.ru, rounding.ru, rowed.ru, rubbered.ru, russetting.ru,  ridded.ru, robing.ru, robed.ru, ressed.ru, removing.ru,  receped.ru,  raiones.ru,  rneting.ru,  passaged.ru, personises.ru,  personized.ru,  poshing.ru,  pigged.ru, parroted.ru, passaging.ru, pieced.ru, peopling.ru,  piracies.ru, parnasses.ru, praktiking.ru, packaged.ru, pensioning.ru,  maturing.ru,  magicpapers.ru,  mealing.ru, mesing.ru,  malted.ru , maketes.ru,  markmets.ru, majored.ru, maturing.ru,  mches.ru,  muffed.ru, mossed.ru,  merlinking.ru,  mummed.ru, metsis.ru, meining.ru, meowing.ru, marching.ru,  mumming.ru, maketing.ru,  maryjaned.ru,  messaged.ru,  warded.ru,  wenis.ru, wising.ru, welted.ru, wholesaled.ru, weighting.ru, woming.ru, warfares.ru, winlines.ru, witched.ru,  drouning.ru, univalves.ru,  unstacked.ru, usheaded.ru, utses.ru, uneted.ru, untared.ru, ukozes.ru,  uniforming.ru, uosed.ru, uoses.ru, ussing.ru,  vollmers.ru, vjed.ru, vying.ru,  veses.ru, vibrates.ru, veches.ru,  vestering.ru,  navies.ru,  newslis.ru,  nursed.ru, netnamed.ru, navaped.ru, neped.ru, noked.ru, rutemales.ru, onged.ru,   obeded.ru, oreasons.ru,  ofthed.ru, oreted.ru, objected.ru, orates.ru,  overliving.ru, onlinered.ru,   timeservers.ru, tedding.ru, treaming.ru, tenting.ru,  tenderers.ru, topsed.ru, tatets.ru,  tangoed.ru, twinning, teses.ru,  tebing.ru, , titling.ru, talons.ru, trammed.ru,  torises.ru, tandering.ru,  tutored.ru, trimmed.ru,  trolled.ru, tailing.ru, thumpers.ru, trested.ru,   quanting.ru,  quizzed.ru, spmis.ru,  sphering.ru, sotting.ru,  smeding.ru, svening.ru,  sociates.ru,  stakis.ru,  shakines.ru,  shelled.ru  ,  sphered.ru,  sphering.ru,  sproses.ru,  startsmiles.ru, sipped.ru,  singling.ru, sirred.ru,  sicked.ru,  shakines.ru,  sharped.ru,  skippered.ru, scouted.ru,  sphered.ru, spooned.ru,  skylets.ru, shotting.ru, sitrons.ru, scites.ru, searing.ru, stilling.ru,  slinging.ru, stitched.ru, suting.ru, satined.ru, seances.ru, selaed.ru, satined.ru, serting.ru, skalets.ru, sprinted.ru, spruting.ru,  stayers.ru,  summed.ru, syntones.ru, slabbing.ru,  scaped.ru,  slamming.ru, statusers.ru,  silaing.ru, suffixes.ru, scarring.ru  и т. д.Друзья, будьте бдительны, берегите свои деньги!",0
127,"Несколько месяцев, у меня было объявление на Авито, которое я поднимала, раз в месяц и все было отлично. Сегодня пришло сообщение, что ОПГ Авито посчитало, что профиль был зарегистрирован при помощи робота. Для того, чтобы вернуть мое объявление, мне нужно покрутить головой в камеру! Еще чего? Лохов хватает - пусть дают свои биометрические данные, а я размещу свое объявление на другом сайте ",1
128,"Опишу хронологию: Взял 4 телефона у них. В одном гарантийный случай, уже 4 недели ""тестируют"" хотя там нечего тестировать (отказали кнопки) Обещали вернуть деньги. Прошло 5 ПЯТЬ недель!! Во вторник с утра дали копию платежки, сегодня четверг в банках о таком платеже не слышали (звонил)...Ждем...  ",1
129,"Гнилая контора, тут и говорить нечего. Массовые обманы потребителя по всем городам где у них есть партнеры и филиалы! Сейчас стала изучать отзывы о Горводоучет и понимаю, что меня бог отвел. Хотела также к ним обратиься за поверкой ГВС и ХВС но не смогла дозвониться и слава богу!",0
130,"Мне назначили день когда приедут для гарантийной обработки, причем сказали, что препарат бесплатный, только за дорогу надо заплатить, три тысячи рублей. согласилась и на это,отпросилась с работы в назначенный день, прождала, никто не приехал, никто даже не позвонил, в течении двух недель звоню, трубку не берут, отличный сервис ничего не скажешь",1
131,"Новикова Ярослава Игоревна, вместе со своим муженьком, являются не иначе как аферистами. Остерегаю вас от общения с этими личностями, если хотите сохранить твои деньги и нервы. Клиенту вешается лапша на уши, его запетают красивыми словами, а в итоге оставляют ни с чем. А прикрывается всё это дело шаражкиной конторкой ""Солненый город"".",0
132,"Дружный молодой и интересный коллектив, нашел много друзей. Компания дает много возможностей заработать - дальше все зависит от тебя. Так же много разных тренингов и семинаров, для целеустремленных людей есть возможность отточить свои былые навыки и приобрести новые. Никаких задержек и просьб подождать ЗП - всё всегда ровно по графику.",0
133,"Александру Игнат Павлович мошенник, который наглым коварным способом выманивает деньги с карманов людей и делает все, чтобы люди несли деньги как можно больше. Конечно поражают наивные люди и я в их числе, потому что тоже попался на эту удочку и инвестировал 5 тысяч долларов. Как оказалось сделал я это зря, потому что мои 5 тысяч долларов быстро превратились в ноль, благодаря продуктам компании double case md. Теперь я банкрот и пытаюсь добиться правды, но однако как показывает практика, ничего нигде добиться нельзя, потому что все у них зашифровано, их руководитель Александру Игнат Павлович построил все таким образом, чтобы ни кто не смог доказать его вины.",0
134,"Заказал велосипед mersedes в магазине brandvel.ru, прислали бракованный велосипед - вилка переднего колеса кривая колесо невозможно установить, в ответ на претензию нас послали в веломастерскую. Когда заказывали нам обещали в подарок аксессуары на 3000 руб. (на сайте об этом написано) - подарок не приехал, в ответ  на претензию дают нам номер ""поставщика"", ""поставщик"" посылает обратно - он нам ничего не обещал и про подарки знать ничего не знает..., и пришлось нам ехать в веломастерскую ремонтировть новый брендовый велосипед.",1
135,"Судя по последнему сезону, наставники забыли в какой стране они живут, забыли о своем языке и культуре. Настоящие голоса и песни для них вчерашний день. Уже не хочется на это смотреть ни мне, ни друзьям и знакомым.",0
136,"Мегафон расхваливают во всех реклама что связь супер. У нас как не было связи так и нет одно враньё с телевизора самая отвратительная связь это мегафон до оператора никогда не возможно дозвониться, интересует только один вопрос когда будет хотя бы нормальная связь я не говорю уже отличная. Костромская область Вохомский р-н село Никола.",0
137,"Посчастливилось"" купить билет на поезд Новороссийск - Мурманск!!! Купе , 4 места...думали доедем с комфортом... Но не тут то было. В вагоне было неисправно: кондиционеры в каждом купе, должны были работать, но Нет!!! Оказалось не исправным, на минуточку, все окна были забиты"" , вместо кипятка нам предоставили воду с цветом Колы! На наши вопросы начальнику поезда, он ответил это нормально.... ",1
138,"Биатлон на 1-м канале!!! Как же это божественно!!! Без ""бастионов Вилухиной"", без IRON MAIDEN совершенно не в тему, без истеричных воплей - ""боремся за тридцатку"". Единственная проблема Российского Биатлона - тупой истеричный горлопан",0
139,"Здравствуйте! Купила  в магазине ""Пятерочка"" г.Ртищево масло оливковое CLASICO Global Village. Вот его никак нельзя назвать оливковым, ни цветом, ни запахом, ни тем более вкусом. Это что-то, в какое-то масло добавили граммов 50-100 оливкового.Постояв в холодильнике, настоящее масло густеет и меняется по цвету. С этим маслом не произошло ничего, Если оно произведено и разлито 09.11.20017,(как указано на этикетке) именно в ноябре-декабре производят оливковое масло.Поэтому я и купилась на эту дату, решив, что масло качественное.",0
140,"22 мая 2022г. Оставила заявку на сайте, для перехода с Мегафона на Мтс, с сохранением номера. Еще удивилась, как удобно все сделали, что бы не приезжать в офис! Чудеса 21й век)) С самого начала все пошло не так, доставить сим-карту должны были на следующий день, я весь день просидела дома прождала, никто не приехал, операторы горячей линии говорили, что передали... ",1
141,Вы половину трансляции боя закрываете рекламой. Черти вы самые настоящие. Швали продажные. Вы о людях хоть не много подумайте. Вам самим не противно?,0
142,"Перехожу на другого оператора, потому что, мегфон полный отстой. Связи нет там где нужна. Теперь они, мне ни дают перейти, блокируя паспортные данные. Ни себе ни людям. Очень рад, что ушёл с мегафона.",0
143,"Здраствуйте!!! Заказал запчасти на машину в Горелово Ленинградской области и доставка была назначена на 18.10.2023 г., но попадя 20.10.2023 г. в сортировочный центр г. Клинцы сдэк она пропадает 24.10.2023 г. Никто мне из компании сдэк не может ответить где моя посылка и при этом мне ещё грубят и отвечают что не несут ответственность за перевозку моего имущества. И хочу... ",0
144,"ТД Веда Кип выставляет счета от разных компаний, нам выставили от ООО ""РусьКранСнаб"", товар мы так и не увидели денежные средства тоже. На звонки ""гарные хлопцы"" не отвечают, на почту тоже! На юридическом адресе нет таких, как сказали на вахте юридического адреса--это украинцы, которые спешно съехали, покинули Россию в 20х числах Февраля 2022 года.",1
145,"Закал телефон Sony Xperia TX за 11200, подтвердил заказ. Пришло письмо ""Товар появился в наличии на складе в нашем интернет-магазине. В ближайшее время с Вами свяжется наш менеджер.Состав заказа: Sony Xperia TX — 1 шт, 11 200 руб. , цвет - black"", а на следующий день перезвонили и сообщили что цена 14500. Короче полный развод",0
146,"Рожала на Красном хуторе в августе 2012 года.Мне не понравились условия в роддоме.Во-первых до родов меня положили в стационар,мест в палатах нет,лежала в коридоре,не где переодеться.На следующий день я отпросилась домой.Я пол ночи проплакала,мне поставили капельницу перед обедом и я не смогла пойти на обед,никто с медперсонала даже не обратил на это внимания.Я лежала голодная,так,как не рассчитывал,что в этот день меня положат на сохранение.Если бы я не договаривалась с врачом  о родах,ко мне даже бы и не подошли поставить капельницу.Было не плановое кесарево сечение,все прошло хорошо,ночь лежала в реанимации,утром перевезли в платную палату.Посли операции я не могла встать с кровати,а мне уже на второй день оставили на целый день ребенка.Медперсонал заходил очень редко.За справку при выписке медсестра говорила:""А на шоколадку?"" или сто грамм и пончик"".Вообщем мне не понравился роддом.Если б не мой врач,не знаю,что со мною было б.",0
147,"Хорошо обученный и квалифицированный персонал. Помогли определиться. Хорошо организованна выдача товара. Очень много окошек с работниками . В очереди не стоял, т.к вызвали моментально.",0
148,"Я заказала 2 антенны (так посоветовали) когда звонил оператор с тел.+7(495)597-39-02.Пришел заказ и о ужас! Вместо японских антенн 2 китайские подделки модель FB-618, у нас такие стоят 100 руб.,и без ""встроенного декодера"" показывает 8 программ!Эти-же антенны не работают, рябь сплошная и ни каких-там 20-80 программ...Заказывали с Питерского сайта,а оплату произвели: Индекс 127051 МОСКВА,Москва, Сухаревский переулок,д.9,стр.1,офис 56 А. ООО""ПИМ(Почта)"".Сообщение :RPO=14571011085254.Перевод № 90787 на ФЕДЕРАЛЬНОЕ имя.Сумма перевода 2280 руб.Базовый тариф 50 руб.=2330.00. Прошу помочь в возврате денег и закрыть сайт лжепродавцов, что-бы не обманывали пенсионеров!Сама связаться с продавцом не смогла,сайт работает только на заказ,хотя гарантировали 100%возврат!",0
149,"Купила телефон аналог айфона 7пришел по почте без описи..проверить,что внутри без оплаты невозможно.выкупили вскрыли ,,,сенсор не работает...оператор который названивал из интернет-магазина не отвечает.Вот такая ""хорошая"" фирма ООО ""Спринт-АП""в Санкт -Петербурге.",1
150,"На сайте все понятно, удобно для поиска нужного товара и самого заказа, поэтому я быстро и без проблем оформил заказ. Доставка в срок - на следующий день после оформления. Всё работает хорошо. Цена со скидкой порадовала, дешевле чем в других магазинах. Спасибо за оперативную работу, рад что обратился именно к вам.",0
151,"Заказал 2 штуки Apple-Watch в данном магазине, вежливо пообщались. Обещали, что вышлют часы в этот же день (курьером ""DHL"") и в течение 2-ух дней они будут у меня. Пошёл 3-ий день: деньги с карты списаны, телефоны не отвечают, на сообщение по электронной почте никто не реагирует. Похоже, что это мошенники. Завтра иду в милицию и в банк писать заявление.",0
152,"Огромное спасибо .
Это было так красиво
Я теперь поклонница художественной гимнастики.
Столько талантов.
Такие они все красивые.
СПАСИБО ОГРОМНОЕ.",0
153,"Потребовалось заменить смеситель на кухне.На сайте компании в разделе ""Услуги сантехника"" Замена смесителя - от 750 руб.Позвонил, девушка оператор уточняет стоимость замены смесителя - 1 050 руб., соглашаюсь.Звонит мастер Андрей (925 715 73 ..) и начинает: у меня свой прайс утвержденный руководством и о ценах на сайте я ни чего не знаю.Перекрыть воду столько-то, демонтировать смеситель столько-то, установить смеситель столько-то, вызов мастера столько-то...Стоимость услуги - Замена смесителя выросла в 5 (пять) раз!!!Не верте заказным положительным отзывам на сайте Проблем-в-Доме.НЕТ, так как все отзывы с картинками, а форма загрузки картинок не работает, соответственно отзывы с картинками размещаются администратором сайта, а тексты  с кавычками «ёлочки» придумываются сотрудниками этой же компании.Вот так работает и обманывает клиентов компания Проблем-в-Доме.НЕТ",0
154,"Для подключения доп. услуг в виде мобильной связи требуется самостоятельно произвести все настройки, самостоятельно скачать кучу приложений, подписать онлайн договор, то есть фактически сделать за них всю работу, а они еще с тебя денежки спишут. Гениальное решение, явное преимущество перед конкурентами. При подаче заявки конечно же об этом никто не говорит.",1
155,"У Визави сейчас в десятки раз больше жертв чем могло бы быть, только потому что люди игнорируют отзывы в интернете. Им кажется что если менеджер говорит убедительно, то все именно так и будет. А вот нет, и Визави этим отлично пользуется.",0
156,"Продюсеры программы ""Голос"" - уроды, а вот моральные или физически, - это вопрос. Но то, что уроды - это точно. Создавать рейтинг программы - здорово, но зачем его создавать за счёт унижения вокалистов с репертуаром песен, который любим нашим народом, то вывод напрашивается сам собой. И жюри здесь вообще не при чём. Уважение к ним в любом случае поубавилось,... ",0
157,"Не для кого не секрет, почему на сайте Finishka.com и Atlant777.ru нет реквизитов а стационарных номеров - да потому что это все и есть Требити со своими вонючими фартуками, кривыми обоями от которых отваливается пленка и перекупленным китайским ""типа"" скинали на куске от теплицы.Так как этих фирм физически не существует.Если хотите проверить - найдите на этих сайтах хоть одни реквизиты продавца и адрес офиса юридический и фактический или адрес ""якобы"" производства, которого просто нет.Это мошенники чистой воды!",1
158,"Дочь с зятем прилетели из Венгрии, где живут, в гости, вижу их раз в год в лучшем случае. Собрались с родными и друзьями на даче в СНТ возле Новосинеглазово, Советский район города, с другими службами такси не было проблем. Ехать домой к Теплотеху, дочь вызвала это такси. 45 минут врали, что машина подъедет то через 4 минуты, то уже через... ",0
159,"С этого интернет магазина выставляют счета на ООО ""ФИН-С"" ИНН/КПП:7701374159/770101001Юридический адрес: РФ, 105082, г. Москва, Центросоюзный переулок, д.9, стр.3, оф.1, и после оплаты ни денег ни товара.",0
160,"Ну вот что сделали с голосом, прям смотреть не хочется, пытаюсь досмотреть до конца, а желания нет.
Юлия Зиверт отвратно портит своих подопечных, шедевры перепевая аж звук выключить охото. Полина, такая сильная в песне, во всех смыслах, ну что натворила с своими участниками, не надо оправдываться у кого температура, а кто не смог спеть. Еще два наставника осталось посмотреть., а совсем... ",0
161,"Ежедневно на работу, как на праздник я спешу,И, в маршрутку запихнувшись спозаранку, чуть дышу:Не от счастья, что я еду, удалось мне с боем сесть, -От того, что пассажиров стоя двадцать, а не шесть. ",1
162,"Касательно ""гарантий"" - пишу это спустя месяц после собственно аварии. Разумеется, фото с описанием ситуации в целом ушло им сразу же, однако каких-либо действий по исправлению ситуации ими предпринято не было.",1
163,"При изучении данной фирмы в лице Потапова Александра Павловича было выявлено, что он является должником и укрывателем от многих судов, соучредителем еще 2фирм таких же как и ""это""!!! На телефонные звонки не обращает внимания, на его долг перед всеми - не парится и говорит что все оплатит....Вот только очень много времени прошло. Никакого уважения к этому ""человеку"".",1
164,"Занимаемся возвратом средств с брокерских организаций. На Trade12 поступает много обращений в связи с:- ""слитием"" счетов- блокировкой счетов- отклонением заявок на вывод и т. д.Если были эти, либо же ещё какие проблемы с организацией, обращайтесь perunov.fx92@gmail.comКонсультации абсолютно бесплатно.",0
165,"Мошенники!!! не обращайтесь 3 бумажки из интернета вы самостоятельно сможете скачать, не за 35 тысяч рублей, а бесплатно!Юристы неопрятного вида, появляются один раз на первой ""консультации"" потом исчезают.",1
166,"Компания vnc brockers через подставного ""инвестиционного консультанта"" (партнерскую организацию) - компанию tradegroupsolutions.com - занимается спусканием денег со счетов доверчивых инвесторов. В vnc brockers признают, что якобы не имеют никакого отношения к компании tradegroupsolutions...",1
167,"Уважаемые граждане! По всей Москве уже откликнулось более десятка граждан, некоторые из них выкинуты на улицу и остались без жилья. На действия сотрудников МСК групп и людей, как то связанных с этой компанией набралось более 100 обращений в полицию и следственные органы столицы.       Всех кто пострадал от рук компании ""МСК групп"" просьба обращаться на почту dobro911@inbox.ru",0
168,"http://protherm-torg.ru еще один магазин мошенников.Ни каких оплат не делайте,проверяйте,это просто кидалово.По адресу их нет.ОСТОРОЖНО!МОШЕННИЧЕСТВ О!!!!!!!!!!!!!!!!!!!!!!!!!!ООО ""СИТИСТРОЙ""-МОШЕННИКИ!!!!!< br />ИНН 7743108293ООО ""САТУРН"" - МОШЕННИКИ!!!!!ИНН 7714950924",0
169,"Увидели в Плеер.ру робот Hobot Legee-7 за 37 988 руб, затем через неделю цена упала до 31 469 руб, мы решили взять. В магазин доставили через два дня. Качество высокое, обслуживание интернет магазина на высшем уровне. Магазин рекомендую.",0
170,"Ну развеселили. Скабеева так грозно сдвигает брови, говорит что народ будет недоволен. Себя причисляет к простому работящему народу. Смешно. Онищенко прав.",1
171,"Мы за мир!

Двигателем атомным согрета,
Сотрясая воздух и эфир,
Стартовала поутру ракета
С кодовым названьем ""Мызамир"".
У нее особое задание:
Надо, маневрируя хитро,
Привезти от школьников послание,
Несмотря на вражескую ПРО.

Чтобы знали дети Пенсильвании,
Алабамы и обеих Каролин,
Что в России Вовы, Тани, Вани -
Кроме либералов - все за мир!",1
172,"спасибо Вам товарищи-мошенники,что лишили мою семью на 20 тыс...а ваши родители и дети пусть пьют и едят вволю,чтоб не подавились,не спились,не обкурились,не не сгинули в подворотне!Чтоб Вас ,в новом году,окружали  такие же мошенники и проходимцы,как и Вы.Радуйтесь,что Вы нас обманули...и живите и созерцайте ""плоды своих трудов""!",1
173,"Был куплен моноблок - в итоге пришел без подставки, ножки и эксплуатация его невозможна, так как его попросту невозможно установить на стол. Больше всего поразила реакция магазина wildberries !
Товар забрали на экспертизу, деньги не вернули! Теперь кормят обещаниями, что экспертизу будут проводить в сроки до 45 суток!!!! Непонятно в чем заключается экспертиза Нового компьютера(к слову я его даже не включал)... ",0
174,"Большой, красивый, чистый магазин. Электронная очередь. Ждал около 3 минут (предварительно обговаривал параметры покупки в магазине по телефону. Сотрудник разговаривал вежливо, по делу, с минимумом эмоций). Вежливый, доброжелательный кассир.",0
175,"Самый отстойный канал какой есть вообще. Им интересен один зенит, и всё. Черданцев вообще уже, не знаю, лечиться нужно.",0
176,"Потерял с этой компанией 6000р. ВСЕ КАК И ПИШУТ ОСТАЛЬНЫЕ, ТОЛЬКО ВОТ РЕКВИЗИТЫ У НИХ НОВЫЕ И ОФИС НОВЫЙ. НАЗЫВАЮТСЯ ""Квадратный метр"", АДРЕС Оружейный переулок 41.",0
177,"Уже много организации пострадали от этой организации, сценарий который разыгрывают эти товарищи одинаковый , деньги предлагают перевести на организации - ""партнеры"".Потом идет долгая переписка и ссылка на различные препятствия в организации семинара с просьбой ""понять и простить "". В результате без денег и без семинара. ",1
178,"Мтс все еще воруют , 7 лет назад такая же ситуация была и сейчас уже переводы делают. А служба помощи в чате не способные амёбы которые просят обратиться в полицию. Отлично просто.",1
179,"Перестали в инфо писать, что конкретно будет транслироваться. Просто- футбол. Тогда пишите ещё клроче- спорт. Было хорошо, нет кто то решил умником стать.",1
180,"Я, Тарасевич Елена заказала часы DIESEL BRAVE  к ним ещё 2 подарка № заказа 13640967 от ООО""Альянс Капитал"" пришли совершенно не те часы даже нет логотипа сзади, а значит это подделка китайская и один подарок портмане не то что заявлено в рекламе,а вторые часы не пришли вообще. Еще заказывала подарочную коробку кожанную, она пришла разломаная и с дефектом спереди. Консультант Кирилл сказал что рассмотрят эту ошибку и исправят, я на это надеюсь, к тому же я имею право вернуть все, так как на них гарантия год, судя по сайту. Мой номер телефона: 89534429231 или 89101531050",0
181,"Начал работать в крупном супермаркете ""7 Континент"" м. Крылатское около месяца назад, обещали заработную плату в сумме 20000 рублей ( смена 2000 руб за 24 часа) , + премии за задержания/пресечения воровства, в итоге ожидалось 25-27 т.р.Спустя полмесяца, при авансе рассчитывал на свою премию (за 5 задержаний), которую мне обещал работодатель и старший смены, в итоге при проведении учета в магазине (который проходит раз в месяц) , лишили не только премиальных, но и части заработной платы.Это работа не стоит того, оттуда увольняются даже люди преклонного возраста, только при мне уволилось 4-го человек (это за месяц!)Я уже не говорю об общей работе супермаркета, от отчаяния , рабочий персонал бьет баклуши, неверно принимает товар или не принимает его вовсе ( спят бедолаги в пролетах) , распивают спиртные напитки ночью за кассой и через месяц увольняются..И последнее...Люди, не идите туда работать, там старшие кассиры моют полы!)))))",0
182,"Благодарю что с помощью Яндекс Маркета мне удалось найти такой магазин. Широкий ассортимент товара по приятной цене, товар новый и оригинальный. Приобрел телефон несколько месяцев назад, работает так же как после распаковки, все отлично, не глючит не виснет, бомба. К доставке вопросов нету, курьер молодой приятный парень, приехал вовремя все чётко! Магазин рекомендую!",0
183,Получили премию за английский футбол и за американские боевики. Молодцы. Кто вам вообще разрешил открыть канал?,1
184,"Авито, как оказалось, самая беспонтовая площадка, где можно ""приобрести"" товар. В городах еще нет официальных пунктов выдачи, а через иные доставки примерить покупку невозможно.
Т.е. организаторы авито считают, что шубу или сапоги возможно выкупить без примерки, ориентируясь исключительно на размерную сетку?
это очень ""оригинально"")",1
185,"29 сентября ехала с жел.вокзала на маршрутном такси ""Омск - Азово"" под гос. номером ""с 911 ар"".Знаю, и в салоне висит объявление,что от вокзала до техникума проезд 30 рублей. С меня запросили 50 рублей,аргументируя тем,""что маршрутка полная""..? Я торопилась и спорить с девушкой, видимо помощницей водителя, не стала, но вопрос остался:почему за проезд до техникума, что перед поворотом на Азово не 30 рублей,а 50рублей ? Прошу руководство данного маршрутного такси дать ответ на этот вопрос, вернуть деньги и следить за водителями и их помощницами.",0
186,"Читаю отзовы об ОНАР и не верю своим глазам, просто блистательная компания! Создаётся впечатление что эти отзовы пишут сами сотрудники ОНАР.У меня была проблема с автомобилем, юристы получили с меня вознаграждение в размере 25000, а отработали их на 5%.Если хотите получить головную боль и опустошенный кошелёк то Вам прямая дорога в ОНАР.",1
187,"Вместе со стабильной зарплатой и комфортными условиями - определяет моё отношение к компании. Мне здесь всё нравится. Бывают конечно переработки, но не часто.",0
188,"много лет получала книги было нормально.последнее время видать жить стали хорошо стали шутить""мягко сказано""не люблю ругаться матом.заказыиаеш одно а подсунут еще что нибудь.вместо двух томов хорошего издания вам пошлют один том но в двух экземплярах.а мы лохи закажим еще раз как нам нужно.и добрый оператор с улыбочкой как попугай будет твердить отошлите нам заказ а мы вам зделаем как нодо.кто из нас лох.",1
